address,city,districd,lat,lon,name,province,street,town
江苏省盐城市建湖县汇文西路71号,盐城市,建湖县,33.469832978385014,119.80553127744521,建湖县台铃,江苏省,,
江苏盐城射阳县合德镇合兴西小街,盐城市,射阳县,33.78101359213001,120.26444564891948,射阳县台铃,江苏省,,
江苏省盐城市亭湖区新兴镇,哈尔滨市,道外区,45.796094119695994,126.65416082325429,市辖区台铃,黑龙江省,,
"江苏省盐城市盐都区马沟镇""俊祥车业""",盐城市,盐都区,33.34402031559912,120.16050325734324,盐都区台铃,江苏省,,
江苏省盐城市滨海县城向阳大道NC-1-2之间双燕电子大厦,盐城市,滨海县,33.99564654746655,119.82762105908833,滨海县台铃,江苏省,,
江苏省盐城市阜宁县阜城西大街61号台铃电动车,盐城市,阜宁县,33.765078727087015,119.80958074885365,阜宁县台铃,江苏省,,
江苏省盐城响水县陈家港镇交通局旁台铃电动车,盐城市,响水县,34.08209618792194,119.73153259480618,响水县台铃,江苏省,,
江苏省盐城大丰市人民北路20号,哈尔滨市,道外区,45.796094119695994,126.65416082325429,市辖区台铃,黑龙江省,,
江苏省盐城东台县鼓楼东路291号台铃电动车,盐城市,东台市,32.872716312488244,120.32653706475246,东台市台铃,江苏省,,
江苏省盐城市鼎盛时代广场2栋108号,哈尔滨市,道外区,45.796094119695994,126.65416082325429,市辖区台铃,黑龙江省,,
