address,city,districd,lat,lon,name,province,street,town
重庆市城口县复兴街道和平社区阳光水岸8号楼5号门市台铃专卖店,重庆市,城口县,31.953390746292587,108.67161164255864,城口县台铃,重庆市,,
重庆市长寿区三峡路14号附5号,重庆市,长寿区,29.863520067323154,107.08753107006804,长寿区台铃,重庆市,,
重庆市万州区白岩路538号台铃专卖店,重庆市,万州区,30.813621636707666,108.41555837050288,万州区台铃,重庆市,,
重庆市潼南区夏露街55号台铃专卖店,重庆市,潼南区,30.19731423966403,105.84739903616547,潼南台铃,重庆市,,
重庆市秀山县中和街道东风路经贸委宿舍1楼东段秀山金宏汽车销售有限公司,重庆市,秀山土家族苗族自治县,28.45344786428608,109.01357389980959,秀山县台铃,重庆市,,
重庆铜梁区中南路,重庆市,铜梁区,29.850508778722265,106.0634494941099,铜梁区台铃,重庆市,,
重庆市合川区南办处上什字西路60-62,重庆市,合川区,29.978181239534244,106.28254108757974,合川区台铃,重庆市,,
重庆市忠县忠州镇环城路71号附1号,重庆市,忠县,30.305268389356584,108.04453753385525,忠县台铃,重庆市,,
重庆梁平机场路,重庆市,梁平区,30.66436343528977,107.72542817192878,梁平县台铃,重庆市,,
重庆市潼南区建设路47号,重庆市,潼南区,30.19731423966403,105.84739903616547,潼南区台铃,重庆市,,
重庆市壁山区皮鞋城北二街89号,重庆市,璧山区,29.598346607316348,106.23347456267436,璧山区台铃,重庆市,,
重庆市云阳县青龙街道滨江大道临江观景7号门市,重庆市,云阳县,30.93661127197471,108.70344750000172,云阳县台铃,重庆市,,
重庆大足区北环西路405号（明星幼儿园对面）,重庆市,大足区,29.713113506076837,105.72840462545042,大足区台铃,重庆市,,
重庆开县开州大道32-34号越发车业,重庆市,开州区,31.27710066076536,108.38926046638842,开县台铃,重庆市,,
重庆市南川区西大街白腊口龙福小区出口,重庆市,南川区,29.16347859960621,107.10558512437106,南川区台铃,重庆市,,
重庆永川区重城北路1号站台铃电动车,重庆市,永川区,29.362046335949085,105.93349936145171,永川区台铃,重庆市,,
重庆市奉节县夔州路43号,重庆市,奉节县,31.024601766549154,109.47047275630993,奉节县台铃,重庆市,,
重庆市垫江县白银路99号红雨车行,重庆市,垫江县,30.333293968500094,107.33956587471806,垫江县台铃,重庆市,,
重庆市荣昌区昌元街道昌州大道中段482、484号,重庆市,荣昌区,29.41130739668994,105.60141979927967,荣昌区台铃,重庆市,,
