address,area,city,lat,lng,name,province
拉青东二路与波玛路交叉口西150米,堆龙德庆区,拉萨市,90.991418,29.628526,小刀电动车,西藏自治区
南郝庄瑞明路12号,昌平区,北京市,116.220001,40.214156,小刀电动车,北京市
建材城西路25号,海淀区,北京市,116.352270,40.061627,小刀电动车,北京市
崔各庄镇京旺家园四区北门底商,朝阳区,北京市,116.531152,40.012204,小刀电动车,北京市
朝内大街131-1号,东城区,北京市,116.425903,39.924704,小刀电动车(朝阳门店),北京市
梨园新华联南区怡乐北街底商12号,通州区,北京市,116.641916,39.888453,小刀电动车,北京市
狼垡村长丰园小区商业街,大兴区,北京市,116.286823,39.781946,小刀电动车(狼垡东路),北京市
潞苑南大街494号小刀车行(荟友居旁边),通州区,北京市,116.676787,39.929440,小刀电动车(通州区潞苑南大街分店),北京市
广渠门外大街北50米,朝阳区,北京市,116.453678,39.893881,小刀电动车,北京市
东四北大街与东四十三条交叉口西50米,东城区,北京市,116.416828,39.936262,小刀电动车,北京市
新华南路43号,通州区,北京市,116.657752,39.904766,小刀电动车通州总店,北京市
古城南路2号附近,石景山区,北京市,116.194062,39.913033,小刀电动车,北京市
冷泉路东50米,海淀区,北京市,116.223852,40.037515,小刀电动车,北京市
三间房高碑店双桥路康惠园5号院2号楼,朝阳区,北京市,116.578061,39.904043,小刀电动车(双桥路),北京市
立汤路511号附近,昌平区,北京市,116.414540,40.085061,小刀电动车,北京市
金盏乡金盏大街7号金榆商务楼附近(京客隆西),朝阳区,北京市,116.576609,40.002438,小刀电动车(金盏路店),北京市
沙河镇巩华城大街44号,昌平区,北京市,116.268261,40.125141,小刀电动车,北京市
沙河镇星星幼儿园旁,昌平区,北京市,116.325607,40.126692,小刀电动车,北京市
北苑东路与太歇路交叉口东150米,昌平区,北京市,116.443869,40.072602,小刀电动车,北京市
东大街与平沿路交叉口南50米,顺义区,北京市,116.700495,40.101461,小刀电动车,北京市
尚上路北50米,昌平区,北京市,116.321603,40.147556,小刀电动车,北京市
前街西一条5号东80米,顺义区,北京市,116.497872,40.171288,小刀电动车,北京市
宋庄村委会对面小刀电动车店,通州区,北京市,116.730080,39.947971,小刀电动车,北京市
天竺路与铁东街交叉口南50米,顺义区,北京市,116.567684,40.099179,小刀电动车,北京市
京密路与新南路交叉口北100米,密云区,北京市,116.843978,40.369995,小刀电动车(密云专卖店),北京市
