address,city,districd,lat,lon,name,province,street,town
北京市密云县长安东区4-6号,北京市,密云区,116.843461,40.371178,北京鑫泰万隆电动自行车商行,北京市,,
北京市通州区漷县镇漷县村东口,北京市,通州区,116.782584,39.776317,北京通漷兴隆超市(直营),北京市,,
北京市朝阳区劲松五区公园西门往北10米,北京市,东城区,116.451341,39.882833,北京世纪贵斌商贸有限公司,北京市,,
北京海淀区高粱桥斜街59号院6号楼1002,北京市,西城区,116.344725,39.945786,北京华中联合技术中心,北京市,,
北京市朝阳区老君堂村5排9号,北京市,朝阳区,116.509304,39.8395,北京慕洲商贸中心,北京市,,
北京市朝阳区双桥中路东郊市场内,北京市,朝阳区,116.584609,39.892486,北京胤祥耀杰电动自行车商店,北京市,,
北京市平谷区峪口镇峪阳东大街31号,北京市,平谷区,117.008759,40.184046,北京雨骑商贸有限公司,北京市,,
北京市顺义区后沙峪镇顺义四中分校南50米,北京市,顺义区,116.544116,40.115413,北京成通峰顺电动自行车销售中心,北京市,,
北京市通州区马桥北街218号,北京市,通州区,116.5473,39.762976,北京鹏立生辉商贸有限公司,北京市,,
北京市西城区白云路云起时珍宝花园Ａ１－９,北京市,西城区,116.342481,39.901288,白云路新日专卖店,北京市,,
北京市怀柔区眼镜店北京新日专卖店,北京市,怀柔区,116.642349,40.315704,北京美运达商贸有限公司,北京市,,
北京市西城区平安大道育教胡同15号,北京市,西城区,116.36595,39.932614,北京缘帮服装服饰有限责任公司五金交电分公司,北京市,,
北京市西城区德胜门内大街186号,北京市,西城区,116.379442,39.940084,北京路亿宝商贸中心,北京市,,
北京市朝阳区朝阳路高井财满街建行东侧(新日电动车专卖店),北京市,朝阳区,116.585339,39.914009,北京华顺福财商贸中心,北京市,,
北京市东城区张自忠路1-1路(东四十条路口西北),北京市,东城区,116.416269,39.933756,北京四人行商贸有限公司,北京市,,
北京市通州区乔庄北街253号新日电动车专卖店,北京市,通州区,116.683425,39.89603,北京乔庄陈洪自行车商店,北京市,,
北京市西城区新街口南大街113号神风自行车店,北京市,西城区,116.372688,39.936575,北京千禧神风自行车商店,北京市,,
北京市朝阳区来广营东路甲1号新日电动车（善各庄铁道东500米）,北京市,朝阳区,116.477174,40.0229,北京腾龙大地恒通摩托车经销有限公司,北京市,,
北京市朝阳区磨坊派出所对面,北京市,东城区,116.450973,39.949721,北京朝阳区双井街道王瑞军电动自行车销售部,北京市,,
北京市平谷区平谷镇红庙街1号新日专卖店,北京市,平谷区,117.124087,40.13839,北京运超兴业商店,北京市,,
北京市朝阳区平房乡石各庄村482号对面,北京市,朝阳区,116.564437,39.938707,北京春刚电动车销售有限公司,北京市,,
北京市宣武区南建路3-5号,北京市,西城区,116.365868,39.912289,北京陶然利华商贸中心(直营),北京市,,
北京市朝阳区金台里25号楼下新日电动车,北京市,朝阳区,116.478353,39.918488,北京分胜电动车销售有限公司,北京市,,
京市崇文区天坛东路64号新日电动车专卖,北京市,东城区,116.421288,39.879475,北京丰裕圣中商贸有限公司(直营),北京市,,
北京市朝阳区北三环和平里桥南300米路东(和平里店),北京市,东城区,116.41772,39.962665,北京晨诚和平里自行车商店,北京市,,
北京市朝阳区管庄西里74号楼新日电动车,北京市,朝阳区,116.584494,39.914089,北京孙海岗五金商店,北京市,,
北京市宣武区骡马市大街路北32-2号,北京市,西城区,116.378213,39.88936,北京世纪新日商贸中心,北京市,,
北京市通州区佟麟阁街11号,北京市,通州区,116.657762,39.904745,北京安峰顺电动自行车销售部,北京市,,
北京市海淀区苏州桥南十字路口100米金州大厦门前,北京市,海淀区,116.306823,39.963176,北京骏燕安达商贸有限公司,北京市,,
北京石景山区杨庄东街21号,北京市,石景山区,116.196964,39.928473,北京顺达路通商贸有限公司,北京市,,
北京市右安门外大街63号,北京市,丰台区,116.364,39.862772,北京王茹贵电动自行车商店,北京市,,
北京石景山区古城大街6号,北京市,石景山区,116.186923,39.914813,北京鑫泰利发商贸有限公司(直营),北京市,,
北京昌平区回龙观回龙园东北门平房3号,北京市,昌平区,116.341157,40.084065,北京回龙观浩帅自行车行,北京市,,
北京市昌平区北七家镇东二旗市场院内新日电动车,北京市,昌平区,116.444305,40.069004,北京宏阳辉宏电动自行车经销处,北京市,,
北京市丰台区南宫商业街休闲广场北侧路东（南宫店）,北京市,丰台区,116.150523,39.805613,北京南宫起点自行车销售中心,北京市,,
北京市海淀区清景园小区4号楼底商（新日电动车）,北京市,海淀区,116.35139,40.030231,北京安驰龙飞自行车销售部(直营),北京市,,
北京市海淀区龙翔路32号,北京市,海淀区,116.371361,39.981761,北京亚骑士自行车经营部,北京市,,
北京市海淀区西三旗建材城西路85-32,北京市,海淀区,116.335164,40.059935,北京宇彤佳美商贸有限公司,北京市,,
北京海淀区清华西门水磨西街9号,北京市,海淀区,116.314738,40.002007,北京顺通明博商贸有限公司,北京市,,
北京市丰台区大红门176号（丰台大红门）,北京市,丰台区,116.404809,39.822506,北京庆龙春自行车商店,北京市,,
北京市海淀区苏家坨镇西小营路西,北京市,海淀区,116.153824,40.074238,北京保忠中海商贸有限公司,北京市,,
北京市海淀区颐和园农大西门往前100米五环北清路口肖家河大桥,北京市,海淀区,116.299954,39.987817,北京胜启恒达商贸中心,北京市,,
北京市丰台区马家堡西路南甲1号,北京市,丰台区,116.370655,39.840938,北京市绿安福达电动车销售中心(直营),北京市,,
北京市昌平区南口镇南口村72号,北京市,昌平区,116.12751,40.251606,北京宏明瑞达商贸中心,北京市,,
北京市丰台区西马场南里二区24号楼,北京市,丰台区,116.379133,39.837508,北京永盛宏辉商贸中心,北京市,,
北京市大兴区黄村西大街16号,北京市,大兴区,116.336181,39.731567,北京汇银伟业商贸有限公司,北京市,,
北京门头沟区永兴嘉园底商北1号,北京市,门头沟区,116.113293,39.913019,北京鸿伟钦琪电动车销售中心,北京市,,
北京市海淀区田村路半壁店234号,北京市,海淀区,116.268504,39.929087,天津雷利来商贸有限公司,北京市,,
北京市房山城关农林路东侧永兴园新日电动车,北京市,房山区,115.985371,39.689028,北京世纪日盛商贸有限公司,北京市,,
北京门头沟区石门营A4-5号楼底层,北京市,门头沟区,116.109337,39.894408,北京家康自行车修理部,北京市,,
北京市丰台区定安西里22号22楼北侧,北京市,丰台区,116.41369,39.857627,北京美琪腾飞电动车行,北京市,,
北京市丰台区长辛店镇,北京市,丰台区,116.209788,39.840925,北京龙玉兴达自行车商店,北京市,,
北京市丰台区西站南路大鸭梨酒店对面,北京市,丰台区,116.320584,39.874661,北京年华广告制作有限公司,北京市,,
北京昌平区北七家镇平西府白庙中街,北京市,昌平区,116.385903,40.103141,北京北七家王树军商店,北京市,,
北京海淀区安宁庄东路幸福超市北100米,北京市,海淀区,116.332637,40.041758,北京盛宏通达自行车修理部,北京市,,
北京大兴区狼垡1村1号,北京市,大兴区,116.280447,39.778869,北京佳伟永华商贸中心,北京市,,
博乐市北京北路（天祥国际建材市场2-1-8号）,北京市,丰台区,116.31752,39.792867,博乐市新日诚信车行(直营),北京市,,
北京昌平区昌平镇西关路10,北京市,昌平区,116.22406,40.223887,北京昌平西路新日专卖店,北京市,,
北京丰台区青塔西路1号西南第三间,北京市,丰台区,116.264307,39.894538,北京兴化明达商贸中心(直营),北京市,,
北京昌平区天通苑利康虹桥市场东南排20-22号,北京市,昌平区,116.444015,40.069693,北京顶尚新瑞贸易有限公司(直营),北京市,,
北京大兴区北星路吉星德亿家居广场,北京市,大兴区,116.334346,39.777887,北京北星路新日电动车专卖店(直营),北京市,,
北京市丰台区郑常庄105号,北京市,丰台区,116.274472,39.893288,北京宗盛路通商贸有限公司(直营),北京市,,
北京市海淀区增光路25号,北京市,海淀区,116.326431,39.928298,北京君越酷商店,北京市,,
丰台区正阳大街,北京市,丰台区,116.292451,39.850209,郑林勇(直营),北京市,,
北京市海淀区韩家川东方绿都市场,北京市,海淀区,116.246901,40.044307,谢双云,北京市,,
北京延庆县日上市场院外,北京市,延庆区,116.003985,40.462852,北京延庆新日专卖店（曹宝林）(直营),北京市,,
