add_time,address,area,city,lat,lng,name,province,tel,topic
2019-09-09,中关村东路123号,海淀区,北京市,116.333720,39.969678,新大洲电动车,北京市,13901215765,新大洲
2019-09-09,宋庄镇葛渠村315号,通州区,北京市,116.648099,40.010157,新大洲电动车(窑管路店),北京市,4008202109,新大洲
2019-09-09,河西务王河支路国际城郁金花苑北50米,武清区,天津市,116.956304,39.622740,新大洲电动车,天津市,无,新大洲
2019-09-09,镇宁路9号附近,鹿泉区,石家庄市,114.315036,38.086482,新大洲电动车,河北省,无,新大洲
2019-09-09,中华北大街210-1西50米,新华区,石家庄市,114.477709,38.071675,新大洲电动车,河北省,无,新大洲
2019-09-09,南郭东路与长兴街交叉口东南50米,桥西区,石家庄市,114.408553,38.054042,新大洲电动车工厂直营店,河北省,13473094153,新大洲
2019-09-09,南城路与新柳路交叉口东南50米,栾城区,石家庄市,114.728048,37.886989,新大洲电动车大众车行,河北省,无,新大洲
2019-09-09,民心西路与碧水街交叉口东北50米,鹿泉区,石家庄市,114.400397,37.920263,新大洲电动车,河北省,无,新大洲
2019-09-09,银河路与248乡道交叉口北200米,丰润区,唐山市,118.202383,39.780260,新大洲电动车,河北省,无,新大洲
2019-09-09,南大路与程安街交叉口北50米,乐亭县,唐山市,118.914192,39.421440,新大洲电动车(南大路),河北省,无,新大洲
2019-09-09,361省道南50米,丰润区,唐山市,117.956634,39.643453,新大洲电动车(捷安特自行车),河北省,无,新大洲
2019-09-09,唐海镇垦丰大街中市场斜对面,曹妃甸区,唐山市,118.444717,39.272018,新大洲电动车,河北省,无,新大洲
2019-09-09,257乡道北50米,丰润区,唐山市,118.166143,39.739976,新大洲电动车,河北省,无,新大洲
2019-09-09,S251(秦青公路),海港区,秦皇岛市,119.611652,40.095629,新大洲电动车,河北省,无,新大洲
2019-09-09,秦青路30号附近,海港区,秦皇岛市,119.530014,40.015789,新大洲电动车,河北省,无,新大洲
2019-09-09,251省道西50米,海港区,秦皇岛市,119.532789,40.001417,新大洲电动车,河北省,无,新大洲
2019-09-09,南园大街与南苑路交叉口西50米,山海关区,秦皇岛市,119.749576,39.996557,新大洲电动车,河北省,无,新大洲
2019-09-09,永安酒店北50米(宁海道东),抚宁区,秦皇岛市,119.414687,39.802394,新大洲电动车,河北省,15703307281,新大洲
2019-09-09,101乡道东50米,北戴河区,秦皇岛市,119.451947,39.884255,新大洲电动车,河北省,无,新大洲
2019-09-09,,昌黎县,秦皇岛市,118.867090,39.682590,新大洲电动车,河北省,无,新大洲
2019-09-09,102国道北50米,海港区,秦皇岛市,119.442611,39.934538,新大洲电动车专卖,河北省,无,新大洲
2019-09-09,草厂新路95号附近,北戴河区,秦皇岛市,119.482411,39.823754,新大洲电动车,河北省,无,新大洲
2019-09-09,蛇刘线附近,卢龙县,秦皇岛市,118.931671,40.051878,新大洲电动车,河北省,无,新大洲
2019-09-09,关城东路20号附近,山海关区,秦皇岛市,119.770812,40.006885,新大洲电动车,河北省,无,新大洲
2019-09-09,长江中道1-18号,海港区,秦皇岛市,119.542708,39.930594,新大洲电动车(长江中道),河北省,无,新大洲
2019-09-09,前进大街65号附近,复兴区,邯郸市,114.447141,36.614865,新大洲电动车,河北省,13333006306,新大洲
