add_time,address,area,city,lat,lng,name,province,tel,topic
2019-09-09,大赴路与赴沟路交叉口南50米,昌平区,北京市,116.443082,40.171001,比德文5C产品体验店,北京市,无,比德文
2019-09-09,大皮营路与福东街交叉口北100米,大兴区,北京市,116.654567,39.625236,比德文电动车专卖,北京市,无,比德文
2019-09-09,长沟镇长沟大街96号,房山区,北京市,115.899624,39.576872,比德文电动车(西乡苑南),北京市,无,比德文
2019-09-09,九德路与漷马路交叉口东100米,通州区,北京市,116.653756,39.750719,比德文电动车(锐驰生活区西南),北京市,无,比德文
2019-09-09,德觅路东50米,通州区,北京市,116.882428,39.716765,比德文电动车,北京市,无,比德文
2019-09-09,阳坊村西大街18号附近,昌平区,北京市,116.143364,40.140758,比德文专卖,北京市,无,比德文
2019-09-09,,延庆区,北京市,116.002406,40.460854,比德文电动车,北京市,无,比德文
2019-09-09,宝芦公路西50米,宁河区,天津市,117.721959,39.517765,比德文电动车,天津市,无,比德文
2019-09-09,宝芦公路北50米,宝坻区,天津市,117.610322,39.578220,比德文电动车八门城总经销,天津市,无,比德文
2019-09-09,翠屏山,蓟州区,天津市,117.424940,39.997219,比德文电动车(翠屏山店),天津市,13821290021,比德文
2019-09-09,前进道金海岸商业广场193号金盛捷电动汽车城,武清区,天津市,117.062887,39.356664,比德文电动车(武清店),天津市,无,比德文
2019-09-09,宝芦公路西50米,宁河区,天津市,117.721919,39.517712,松岭车行,天津市,022-69261866,比德文
2019-09-09,商贸街67号附近,蓟州区,天津市,117.413210,40.036426,比德文电动车,天津市,无,比德文
2019-09-09,城角街656号附近,鹿泉区,石家庄市,114.425122,37.984721,比德文,河北省,无,比德文
2019-09-09,香港路131号附近,行唐县,石家庄市,114.563625,38.441563,比德文电动车,河北省,无,比德文
2019-09-09,建华大街北宋路东北角,长安区,石家庄市,114.546112,38.046529,比德文电动自行车,河北省,18032932374,比德文
2019-09-09,314县道与659乡道交叉口北100米,新乐市,石家庄市,114.762013,38.433827,比德文电动车,河北省,无,比德文
2019-09-09,滨彤街6号附近,裕华区,石家庄市,114.553102,37.981636,比德文电动车,河北省,无,比德文
2019-09-09,红旗大街与汇新路交叉口南行30米路西,桥西区,石家庄市,114.460038,37.998262,比德文电动车,河北省,无,比德文
2019-09-09,建明中路与谈固东街交叉口东南50米,长安区,石家庄市,114.570421,38.040055,比德文电动自行车,河北省,无,比德文
2019-09-09,光华路北150米,长安区,石家庄市,114.550154,38.060098,比德文电动车,河北省,15100127275,比德文
2019-09-09,红日商城(204省道),藁城区,石家庄市,114.739456,38.040169,比德文电动车机场路专卖店,河北省,无,比德文
2019-09-09,影院胡同与河边东路交叉口东北50米,井陉县,石家庄市,114.143409,38.030450,比德文电动车(造纸厂宿舍店),河北省,无,比德文
2019-09-09,昌泰路与107国道交叉口西南100米,正定县,石家庄市,114.655592,38.289301,永波电动车行,河北省,13731180668,比德文
2019-09-09,赵州镇石桥大街53号,赵县,石家庄市,114.774974,37.750345,比德文电动车(赵县店),河北省,0311-84941075,比德文
2019-09-09,204省道与G1811黄石高速出口交叉口北150米,藁城区,石家庄市,114.739526,38.039883,比德文低碳交通馆,河北省,无,比德文
2019-09-09,"跃进路与谈固大街交口西行100米路南,西红柿KTV斜对面",长安区,石家庄市,114.560775,38.049580,立马电动车行,河北省,无,比德文
2019-09-09,204省道西50米,藁城区,石家庄市,114.751375,38.296055,比德文电动车(藁城区果庄新区北),河北省,无,比德文
2019-09-09,中华北大街与柏林南路口西行50米电动车市场院内,新华区,石家庄市,114.477991,38.071853,比德文电动车(石家庄店),河北省,13930459934,比德文
2019-09-09,兴华北路88号,辛集市,石家庄市,115.215780,37.922798,比德文电动车(铁马小区西北),河北省,0311-83385588,比德文
2019-09-09,府前东路74号,深泽县,石家庄市,115.207210,38.183596,比德文电动车深泽(旗舰店),河北省,无,比德文
2019-09-09,鲜虞街33号豪华车行,新乐市,石家庄市,114.691469,38.345421,比德文电动车(新乐店),河北省,0311-87570189;13073144055,比德文
2019-09-09,联盟路12-2号附近,新华区,石家庄市,114.495256,38.078203,比德文电动车,河北省,无,比德文
2019-09-09,胜利南街353东南100米,裕华区,石家庄市,114.495314,37.989978,比德文电动车,河北省,无,比德文
2019-09-09,开泰街留营小区东门北行200米路东,桥西区,石家庄市,114.431997,38.059131,比德文电动车,河北省,无,比德文
2019-09-09,大郭街道大郭镇和平西路西城盛世一楼底商,新华区,石家庄市,114.417655,38.069441,比德文电动车,河北省,无,比德文
2019-09-09,北城国际,长安区,石家庄市,114.518375,38.075726,比德文电动车,河北省,无,比德文
2019-09-09,东岗路8号河北棉花大厦天山人家对面,裕华区,石家庄市,114.518501,38.015530,比德文电动自行车,河北省,无,比德文
2019-09-09,大河路北50米,鹿泉区,石家庄市,114.389777,38.134739,比德文电动自行车,河北省,无,比德文
2019-09-09,联盟路547附近,新华区,石家庄市,114.467374,38.079223,比德文电动自行车,河北省,无,比德文
2019-09-09,中山东路与兴宁寺街交叉口北100米,长安区,石家庄市,114.585642,38.044908,比德文电动自行车,河北省,无,比德文
2019-09-09,仓盛路12号东60米,裕华区,石家庄市,114.524502,37.987769,比德文电动自行车,河北省,13722875716,比德文
2019-09-09,,丰润区,唐山市,118.068994,39.634467,比德文电动车总店,河北省,无,比德文
2019-09-09,102国道北50米,玉田县,唐山市,117.884964,39.875091,比德文电动车,河北省,无,比德文
2019-09-09,无终东街225号附近,玉田县,唐山市,117.757572,39.883090,比德文电动车5c产品体验店(玉田专卖店),河北省,无,比德文
2019-09-09,林西道80号附近,古冶区,唐山市,118.464294,39.719824,比德文电动车,河北省,无,比德文
2019-09-09,庆南道18号,路北区,唐山市,118.203314,39.690690,比德文电动车(唐山旗舰店),河北省,13803326690,比德文
2019-09-09,070乡道西50米,丰润区,唐山市,118.010819,39.773057,比德文电动车专卖店,河北省,无,比德文
2019-09-09,丰扬线与131乡道交叉口西南50米,玉田县,唐山市,117.674408,39.756409,比德文电动车,河北省,无,比德文
2019-09-09,602县道东50米,迁安市,唐山市,118.595003,39.928093,比德文电动车,河北省,无,比德文
2019-09-09,033乡道北50米,遵化市,唐山市,117.971579,40.095887,比德文电动车(团瓢庄专卖),河北省,无,比德文
2019-09-09,263省道西50米,丰南区,唐山市,118.216184,39.494992,比德文追风鸟电动车自行车孟庄专卖店,河北省,无,比德文
2019-09-09,丰登路与隆泰西道交叉口北100米,丰润区,唐山市,117.923130,39.699535,比德文电动车,河北省,无,比德文
2019-09-09,京哈公路雅迪电动车旁,玉田县,唐山市,117.654873,39.905134,比德文电动车,河北省,无,比德文
2019-09-09,银河路与248乡道交叉口东150米,丰润区,唐山市,118.204372,39.778833,比德文电动车,河北省,无,比德文
2019-09-09,西城路40号,开平区,唐山市,118.264206,39.679725,比德文电动车(西城路店),河北省,无,比德文
