add_time,address,area,city,lat,lng,name,province,tel,topic
2019-09-09,,房山区,北京市,116.221931,39.734063,爱玛电动车,北京市,无,爱玛
2019-09-09,,顺义区,北京市,116.921161,40.091342,爱玛电动车,北京市,无,爱玛
2019-09-09,,丰台区,北京市,116.204420,39.839522,爱玛电动车,北京市,无,爱玛
2019-09-09,,丰台区,北京市,116.194120,39.801711,爱玛电动车,北京市,无,爱玛
2019-09-09,,昌平区,北京市,116.391600,40.114988,爱玛电动车,北京市,无,爱玛
2019-09-09,,平谷区,北京市,117.159709,40.188642,爱玛电动车,北京市,无,爱玛
2019-09-09,,大兴区,北京市,116.347025,39.714345,爱玛电动车,北京市,无,爱玛
2019-09-09,黑山扈路付家窑36号附近,海淀区,北京市,116.258629,40.041872,爱玛电动车,北京市,13718798231,爱玛
2019-09-09,幸福大街与规划一路交叉口西北50米,怀柔区,北京市,116.711284,40.326239,爱玛电动车,北京市,无,爱玛
2019-09-09,西红门镇宏盛路296号爱玛电动车,大兴区,北京市,116.333295,39.794203,爱玛电动车(西红门旗舰店),北京市,13021082635,爱玛
2019-09-09,南半壁店中心二街57附近,顺义区,北京市,116.629576,40.031023,爱玛电动车,北京市,无,爱玛
2019-09-09,八角北路与古城东街交叉口西150米,石景山区,北京市,116.190746,39.918078,爱玛电动车(古城大街店),北京市,无,爱玛
2019-09-09,南顶路281号,丰台区,北京市,116.410060,39.842570,爱玛电动车(大红门路),北京市,13260292803,爱玛
2019-09-09,立汤路140附近,昌平区,北京市,116.414335,40.086063,爱玛电动车东三旗专卖店,北京市,无,爱玛
2019-09-09,东高村兴业路路东新底商南第四门,平谷区,北京市,117.114844,40.107392,爱玛电动车,北京市,无,爱玛
2019-09-09,仁和镇河南村安定路4号,顺义区,北京市,116.701080,40.101120,爱玛电动车(东大街店),北京市,18410097590,爱玛
2019-09-09,丰台东路101附近,丰台区,北京市,116.323089,39.847672,爱玛电动车,北京市,13621066220,爱玛
2019-09-09,马家堡街道角门北路晨光小区,丰台区,北京市,116.374938,39.850405,爱玛电动车,北京市,无,爱玛
2019-09-09,西十里居67号,朝阳区,北京市,116.490594,39.959134,爱玛,北京市,无,爱玛
2019-09-09,鸭子桥路45号院底商,西城区,北京市,116.345522,39.873900,爱玛电动车(白纸坊店),北京市,13522606758;15911097207,爱玛
2019-09-09,北清路与白庙村中街交叉口西50米,昌平区,北京市,116.388159,40.102592,爱玛电动车(白庙村中街店),北京市,13522045188,爱玛
2019-09-09,龙锦二街44-2号附近,昌平区,北京市,116.368502,40.087214,爱玛电动车,北京市,13522650021,爱玛
2019-09-09,庙城镇高两河娱乐园庙高路,怀柔区,北京市,116.654423,40.288292,爱玛电动车,北京市,无,爱玛
2019-09-09,朝阳路甘露园西里1号楼西侧,朝阳区,北京市,116.509426,39.915658,爱玛电动车(甘露园店),北京市,4008828890,爱玛
2019-09-09,成寿寺中路18号福臻家园(南园),丰台区,北京市,116.433560,39.853624,爱玛电动车,北京市,无,爱玛
2019-09-09,木北路与顺平路交叉口西南50米,顺义区,北京市,116.822110,40.149279,爱玛电动车,北京市,无,爱玛
